Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Profit,Profit_Margin,Year,Month,Month_Name
1029,2023-12-19,Eve,North,5694.34,21,Food,3085.1,3200.75,New,0.21,Cash,Retail,North-Eve,2428.650000000002,42.65024568255499,2023,12,December
1036,2023-04-28,Charlie,West,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie,10217.999999999995,132.03068569900148,2023,4,April
1013,2023-10-21,David,East,5039.07,20,Electronics,1533.36,1649.74,Returning,0.1,Bank Transfer,Online,East-David,2327.600000000002,46.191063033456615,2023,10,October
1032,2023-06-08,Eve,West,219.82,49,Electronics,4812.41,5088.0,Returning,0.09,Credit Card,Online,West-Eve,13503.910000000007,6143.167136748252,2023,6,June
1071,2023-10-30,Alice,West,189.48,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,West-Alice,10657.240000000002,5624.466962212372,2023,10,October
1059,2023-08-16,Alice,West,3634.59,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,West-Alice,1731.4499999999962,47.63811048839061,2023,8,August
1086,2023-12-31,Alice,South,9269.32,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,South-Alice,15543.990000000007,167.69288362037352,2023,12,December
1028,2023-08-04,Alice,North,2363.9,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,North-Alice,3785.559999999996,160.1404458733447,2023,8,August
1066,2023-07-03,Charlie,North,6380.2,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,North-Charlie,4320.750000000003,67.72123130936339,2023,7,July
1042,2023-01-15,David,South,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David,8957.580000000002,389.7056840181854,2023,1,January
1045,2023-06-06,Bob,South,3284.53,15,Electronics,316.22,799.04,New,0.0,Bank Transfer,Online,South-Bob,7242.299999999999,220.49730098370236,2023,6,June
1062,2023-05-16,Charlie,North,8495.62,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie,6625.840000000001,77.9912472544676,2023,5,May
1057,2023-09-18,Charlie,West,7315.73,25,Food,1821.91,2027.74,New,0.02,Bank Transfer,Retail,West-Charlie,5145.749999999998,70.3381617418904,2023,9,September
1006,2023-06-06,Bob,East,1044.45,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,East-Bob,10323.599999999999,988.424529656757,2023,6,June
1028,2023-02-16,Bob,East,4344.15,24,Electronics,1969.09,2241.96,Returning,0.02,Credit Card,Online,East-Bob,6548.880000000003,150.75170056282593,2023,2,February
1028,2023-11-20,Alice,East,388.78,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,East-Alice,1281.4500000000003,329.6080045269819,2023,11,November
1044,2023-11-28,Charlie,West,4860.81,6,Electronics,3703.93,3840.24,New,0.07,Credit Card,Online,West-Charlie,817.8599999999997,16.82559079659562,2023,11,November
1084,2023-06-22,Eve,North,6658.1,49,Furniture,4291.97,4645.64,Returning,0.26,Credit Card,Online,North-Eve,17329.83,260.28191225725055,2023,6,June
1030,2023-05-10,Bob,South,1273.18,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,South-Bob,732.7199999999984,57.550385648533464,2023,5,May
1062,2023-04-05,Bob,North,2959.96,48,Food,2487.19,2521.45,New,0.29,Cash,Online,North-Bob,1644.4799999999886,55.55750753388521,2023,4,April
1075,2023-04-25,David,West,4038.58,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,West-David,13362.360000000002,330.86778025939816,2023,4,April
1092,2023-08-31,Eve,South,9203.36,47,Food,4284.98,4462.4,New,0.28,Credit Card,Retail,South-Eve,8338.740000000003,90.6053875975731,2023,8,August
1089,2023-10-19,Eve,West,9933.22,23,Food,2120.54,2597.67,Returning,0.26,Credit Card,Retail,West-Eve,10973.990000000002,110.47766987945502,2023,10,October
1062,2023-10-09,Bob,East,544.62,4,Electronics,1581.59,2034.15,Returning,0.21,Cash,Online,East-Bob,1810.2400000000007,332.3858837354487,2023,10,October
1097,2023-10-26,Alice,East,7633.98,27,Electronics,4686.79,5046.51,Returning,0.05,Credit Card,Retail,East-Alice,9712.440000000006,127.22642710617538,2023,10,October
1001,2023-10-10,David,West,3780.07,18,Furniture,2602.6,3013.49,Returning,0.08,Bank Transfer,Online,West-David,7396.019999999998,195.65828146039615,2023,10,October
1027,2023-03-10,Eve,South,3985.34,21,Food,2511.41,2848.4,Returning,0.06,Bank Transfer,Online,South-Eve,7076.7900000000045,177.57054605127806,2023,3,March
1062,2023-05-28,Bob,South,7567.22,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob,2003.1200000000022,26.471015775938877,2023,5,May
1077,2023-01-11,Eve,North,9192.42,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,13479.2,146.63385702567984,2023,1,January
1003,2023-09-11,David,East,9514.19,22,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,East-David,2485.779999999995,26.127079656807307,2023,9,September
1070,2023-11-26,David,North,5813.51,40,Furniture,3089.96,3258.45,New,0.29,Cash,Online,North-David,6739.599999999991,115.92996313758799,2023,11,November
1072,2023-12-26,Charlie,North,3635.5,23,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,North-Charlie,9462.660000000002,260.28496767982404,2023,12,December
1027,2023-02-07,Bob,West,7896.74,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob,818.6999999999999,10.36756940205705,2023,2,February
1009,2023-05-14,David,West,2584.91,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David,17254.799999999996,667.5203391994304,2023,5,May
1062,2023-07-19,Charlie,North,5684.33,10,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,North-Charlie,1143.8999999999987,20.123743695387123,2023,7,July
1037,2023-01-23,Charlie,East,3649.93,25,Food,1074.62,1382.43,Returning,0.24,Credit Card,Retail,East-Charlie,7695.250000000005,210.83281049225616,2023,1,January
1097,2023-10-30,Eve,West,6600.65,49,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,West-Eve,2501.9400000000196,37.904448804284726,2023,10,October
1051,2023-12-12,Eve,North,2479.95,8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve,2600.8,104.87308211859113,2023,12,December
1044,2023-10-29,Charlie,North,1996.77,11,Clothing,1812.66,2196.3,New,0.08,Cash,Online,North-Charlie,4220.040000000001,211.34331946092945,2023,10,October
1024,2023-12-29,Eve,North,9190.57,5,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,North-Eve,1483.0999999999995,16.137192796529483,2023,12,December
1079,2023-08-06,David,North,1107.86,45,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,North-David,6320.249999999992,570.4917588865012,2023,8,August
1059,2023-05-21,Alice,North,5108.98,37,Electronics,4146.99,4172.35,Returning,0.06,Cash,Retail,North-Alice,938.3200000000215,18.366092644716197,2023,5,May
1032,2023-04-14,David,North,2286.44,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David,3083.850000000009,134.87561449239905,2023,4,April
1096,2023-07-29,Charlie,West,485.41,38,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,West-Charlie,11967.340000000011,2465.4086236377516,2023,7,July
1088,2023-04-21,Charlie,East,456.59,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie,13568.23,2971.644144637421,2023,4,April
1052,2023-04-14,David,North,1834.7,5,Furniture,745.71,856.91,Returning,0.23,Bank Transfer,Retail,North-David,555.9999999999997,30.304681964353826,2023,4,April
1062,2023-11-12,Eve,South,8681.03,9,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,South-Eve,3331.4400000000005,38.37609131635302,2023,11,November
1058,2023-06-20,Eve,West,2896.54,48,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,West-Eve,20858.879999999997,720.1309148156075,2023,6,June
1052,2023-12-22,Charlie,West,9509.55,2,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,West-Charlie,530.46,5.578181932899033,2023,12,December
1012,2023-11-20,Bob,North,5858.06,1,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,North-Bob,337.9400000000005,5.768804006787239,2023,11,November
1039,2023-05-13,Eve,West,4422.48,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve,16374.400000000005,370.2537942511895,2023,5,May
1002,2023-10-20,David,North,5842.88,30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David,4131.899999999987,70.7168382715371,2023,10,October
1003,2023-11-24,Eve,East,5215.31,11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve,1710.2800000000002,32.793448519838705,2023,11,November
1056,2023-05-07,David,East,7611.88,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David,288.6799999999985,3.792492787589905,2023,5,May
1081,2023-04-16,Charlie,West,2896.71,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie,21204.479999999992,732.019428938347,2023,4,April
1059,2023-04-02,Eve,West,3595.2,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve,5515.199999999999,153.40453938584778,2023,4,April
1002,2023-10-14,David,South,8951.53,39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David,15000.959999999995,167.57984389260824,2023,10,October
1002,2023-02-20,Charlie,West,9469.92,26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie,1267.5000000000014,13.384484768614744,2023,2,February
1092,2023-01-29,Bob,South,8936.33,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob,2980.6400000000026,33.35418454779538,2023,1,January
1054,2023-10-23,David,East,4252.54,8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David,479.4400000000023,11.274203182098283,2023,10,October
1087,2023-10-24,Bob,East,7825.62,28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob,498.3999999999987,6.368824450970003,2023,10,October
1096,2023-08-02,Bob,North,4815.72,30,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,North-Bob,9357.899999999994,194.31985248311764,2023,8,August
1097,2023-09-24,Alice,East,5025.64,9,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,East-Alice,4327.289999999999,86.10425736821577,2023,9,September
1001,2023-09-14,Eve,South,2126.33,39,Food,2437.26,2889.67,Returning,0.25,Cash,Online,South-Eve,17643.989999999994,829.7860633109627,2023,9,September
1019,2023-10-29,David,West,5952.19,31,Food,333.69,685.1,New,0.04,Bank Transfer,Online,West-David,10893.710000000001,183.0201992879932,2023,10,October
1002,2023-04-11,Bob,North,1942.75,21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob,1204.3500000000004,61.99202161883929,2023,4,April
1053,2023-12-12,Alice,South,3382.49,47,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,South-Alice,6783.979999999985,200.56171636871022,2023,12,December
1044,2023-04-20,Charlie,West,8564.8,34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie,5672.2199999999975,66.2271156360919,2023,4,April
1090,2023-07-01,David,North,2150.05,31,Furniture,4496.86,4880.8,New,0.06,Cash,Retail,North-David,11902.140000000016,553.5750331387649,2023,7,July
1032,2023-11-09,Bob,East,804.47,25,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,East-Bob,10077.499999999998,1252.688105212127,2023,11,November
1070,2023-01-01,Eve,South,783.18,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve,2384.399999999999,304.4510840419826,2023,1,January
1032,2023-11-15,Alice,West,9413.77,1,Food,651.0,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice,214.76,2.2813389322237527,2023,11,November
1068,2023-02-24,Bob,North,5118.51,22,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,North-Bob,699.8199999999988,13.672338239057828,2023,2,February
1055,2023-05-29,Eve,North,4153.18,40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve,6067.200000000003,146.0856500320237,2023,5,May
1075,2023-11-05,Bob,East,8127.7,37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob,8551.810000000005,105.2180813760351,2023,11,November
1056,2023-05-17,David,West,8374.68,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,3164.0400000000077,37.7810256630702,2023,5,May
1017,2023-07-21,David,East,3388.69,1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David,232.1,6.84925443165353,2023,7,July
1038,2023-11-09,David,East,6966.82,1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David,428.05999999999995,6.144266681211801,2023,11,November
1024,2023-04-27,Alice,West,7734.12,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,12383.699999999997,160.1177638826395,2023,4,April
1069,2023-06-03,David,West,6581.04,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,2044.5600000000027,31.06743007184279,2023,6,June
1098,2023-10-18,Eve,West,1600.79,21,Furniture,725.03,828.95,New,0.18,Bank Transfer,Online,West-Eve,2182.3200000000015,136.3276882039494,2023,10,October
1070,2023-03-04,Bob,South,8771.24,15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob,3637.950000000003,41.4758916641205,2023,3,March
1086,2023-09-01,Charlie,West,5437.04,17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie,3181.210000000002,58.509961302473435,2023,9,September
1011,2023-01-25,Eve,North,2896.48,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,4087.1599999999994,141.10782743191734,2023,1,January
1016,2023-03-31,Eve,East,4309.76,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,10234.920000000006,237.48236560736572,2023,3,March
1097,2023-03-16,David,South,471.95,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David,10372.250000000005,2197.7434050217194,2023,3,March
1073,2023-10-21,Alice,West,1365.88,45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice,18020.7,1319.3472340176295,2023,10,October
1059,2023-07-29,Bob,South,7678.91,16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob,2833.1199999999953,36.894819707484466,2023,7,July
1070,2023-12-13,Alice,West,100.12,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice,3237.4399999999987,3233.559728326007,2023,12,December
1080,2023-01-17,Bob,South,4224.0,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,8268.240000000003,195.74431818181824,2023,1,January
1093,2023-05-08,Bob,East,5272.85,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,631.7199999999995,11.980617692519214,2023,5,May
1003,2023-12-30,Alice,East,640.88,17,Furniture,395.11,676.66,Returning,0.25,Cash,Retail,East-Alice,4786.349999999999,746.8402821120958,2023,12,December
1020,2023-09-08,Eve,North,9733.47,26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve,7749.819999999992,79.62032039961076,2023,9,September
1059,2023-06-28,Bob,North,2338.64,13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob,6082.959999999998,260.10672869702046,2023,6,June
1036,2023-07-01,Alice,West,3111.57,17,Furniture,1475.0,1840.77,Returning,0.1,Credit Card,Online,West-Alice,6218.09,199.8377025103083,2023,7,July
1019,2023-06-01,Bob,East,3109.03,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,17468.980000000003,561.8787853446253,2023,6,June
1090,2023-01-25,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,7736.5300000000025,324.91138623840897,2023,1,January
1067,2023-06-29,Eve,South,114.59,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve,14699.520000000033,12827.92564796233,2023,6,June
1019,2023-07-17,David,South,7320.51,14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David,3760.3999999999987,51.36800578101797,2023,7,July
1020,2023-12-10,Bob,North,9671.77,45,Electronics,4268.45,4551.6,New,0.08,Bank Transfer,Online,North-Bob,12741.750000000025,131.7416563876108,2023,12,December
1096,2023-06-10,Charlie,South,2320.51,6,Furniture,252.62,742.0,New,0.22,Credit Card,Retail,South-Charlie,2936.2799999999997,126.5359770050549,2023,6,June
1071,2023-06-26,David,North,6664.17,35,Clothing,295.82,684.67,New,0.03,Credit Card,Online,North-David,13609.749999999998,204.2227314129141,2023,6,June
1052,2023-10-12,David,North,7444.77,46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David,2855.2199999999866,38.35202430699654,2023,10,October
1033,2023-03-04,Bob,West,8499.41,14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob,5480.0199999999995,64.47529887368653,2023,3,March
1040,2023-05-30,Alice,South,4284.03,47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice,4397.320000000008,102.64447261106969,2023,5,May
1039,2023-06-03,Bob,South,3099.02,8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob,1833.6000000000022,59.167091532161855,2023,6,June
1082,2023-06-05,Charlie,East,3320.42,15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie,1696.9499999999982,51.10648652881257,2023,6,June
1001,2023-02-18,David,West,7154.95,27,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,West-David,9393.300000000003,131.2839362958512,2023,2,February
1011,2023-12-03,Bob,East,8186.12,13,Electronics,1442.69,1882.57,Returning,0.28,Cash,Online,East-Bob,5718.439999999999,69.85531607159434,2023,12,December
1092,2023-03-25,Alice,West,1897.98,49,Furniture,2315.0,2467.28,New,0.15,Bank Transfer,Retail,West-Alice,7461.72000000001,393.140075237885,2023,3,March
1057,2023-12-27,Bob,South,3772.32,31,Furniture,2403.16,2453.35,Returning,0.19,Credit Card,Online,South-Bob,1555.8900000000017,41.24491029393057,2023,12,December
1089,2023-06-26,Eve,North,9029.21,35,Furniture,3925.85,4082.11,New,0.22,Cash,Online,North-Eve,5469.100000000008,60.57119061357537,2023,6,June
1050,2023-05-28,Alice,North,8086.27,6,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,North-Alice,2036.7600000000002,25.1878801969264,2023,5,May
1023,2023-04-28,Charlie,North,9850.1,5,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,North-Charlie,855.4500000000007,8.684683404229405,2023,4,April
1031,2023-12-08,David,North,7567.06,22,Food,4236.05,4382.32,New,0.2,Bank Transfer,Online,North-David,3217.9399999999896,42.525630826238846,2023,12,December
1094,2023-03-04,Bob,North,3992.63,49,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,North-Bob,4918.13,123.18020953607021,2023,3,March
1042,2023-07-08,Alice,East,5947.31,23,Electronics,1314.0,1567.78,Returning,0.15,Credit Card,Retail,East-Alice,5836.94,98.14420300942778,2023,7,July
1099,2023-12-26,Eve,West,6644.04,25,Electronics,4148.48,4293.69,New,0.11,Bank Transfer,Online,West-Eve,3630.250000000001,54.639195429287014,2023,12,December
1007,2023-02-18,Alice,South,876.71,34,Clothing,1921.07,2289.27,Returning,0.07,Bank Transfer,Retail,South-Alice,12518.800000000001,1427.9294179375163,2023,2,February
1016,2023-11-23,Eve,East,5490.52,26,Clothing,4906.85,4954.39,New,0.25,Bank Transfer,Online,East-Eve,1236.039999999999,22.51225749109372,2023,11,November
1090,2023-09-14,Charlie,West,7122.28,47,Clothing,2357.95,2693.33,New,0.18,Bank Transfer,Online,West-Charlie,15762.860000000004,221.31761177600438,2023,9,September
1060,2023-08-12,David,North,1756.48,5,Furniture,3970.08,4096.48,Returning,0.13,Cash,Retail,North-David,631.9999999999982,35.98105301512105,2023,8,August
1002,2023-05-21,Charlie,West,7828.25,26,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,West-Charlie,6493.5,82.94957365950243,2023,5,May
1001,2023-08-03,Bob,West,5879.35,20,Food,2153.52,2303.7,Returning,0.01,Cash,Retail,West-Bob,3003.5999999999967,51.087280056468764,2023,8,August
1048,2023-07-30,Alice,North,9527.0,6,Furniture,1945.27,2309.43,New,0.26,Credit Card,Online,North-Alice,2184.959999999999,22.934396977012693,2023,7,July
1012,2023-11-14,Eve,North,519.98,6,Clothing,3609.42,4082.62,Returning,0.3,Bank Transfer,Retail,North-Eve,2839.199999999999,546.0210008077231,2023,11,November
1069,2023-02-01,Eve,North,2726.73,18,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,North-Eve,8268.659999999998,303.2445456645872,2023,2,February
1037,2023-06-07,Alice,South,6055.38,4,Food,4721.7,5017.58,New,0.24,Cash,Retail,South-Alice,1183.5200000000004,19.544933596240043,2023,6,June
1032,2023-10-12,Alice,North,3035.94,17,Clothing,1291.91,1528.59,Returning,0.11,Credit Card,Retail,North-Alice,4023.559999999997,132.53094593437277,2023,10,October
1009,2023-11-01,Bob,South,7172.8,14,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,South-Bob,5753.58,80.21386348427392,2023,11,November
1099,2023-10-13,Charlie,North,7614.15,14,Food,1996.64,2341.47,Returning,0.22,Credit Card,Online,North-Charlie,4827.619999999995,63.40326891379859,2023,10,October
1019,2023-05-24,Eve,South,1114.91,13,Food,3102.73,3202.68,New,0.09,Cash,Online,South-Eve,1299.3499999999976,116.54303934846737,2023,5,May
1048,2023-01-19,Bob,West,5187.16,7,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,West-Bob,2885.75,55.63256194140918,2023,1,January
1080,2023-01-18,Charlie,East,5138.02,44,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,East-Charlie,9686.599999999995,188.52787649717195,2023,1,January
1003,2023-09-14,Bob,West,3755.88,15,Clothing,3286.24,3388.84,Returning,0.09,Credit Card,Retail,West-Bob,1539.0000000000055,40.97575002396257,2023,9,September
1020,2023-03-19,Eve,West,9335.96,19,Food,1783.48,1931.56,Returning,0.27,Bank Transfer,Retail,West-Eve,2813.5199999999986,30.136375905637973,2023,3,March
1024,2023-06-24,Alice,North,8292.31,43,Clothing,3105.24,3246.33,New,0.25,Cash,Online,North-Alice,6066.870000000006,73.16260487126031,2023,6,June
1054,2023-07-13,Alice,South,7002.37,47,Food,4429.8,4694.21,New,0.25,Bank Transfer,Online,South-Alice,12427.269999999993,177.47234150723244,2023,7,July
1033,2023-04-23,Charlie,East,7171.83,44,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,East-Charlie,5492.959999999996,76.59077250855077,2023,4,April
1024,2023-04-24,David,North,4670.99,35,Furniture,2051.0,2121.55,Returning,0.26,Cash,Retail,North-David,2469.2500000000064,52.86352571938725,2023,4,April
1075,2023-08-10,Charlie,North,9217.85,17,Electronics,4966.66,5037.27,Returning,0.24,Bank Transfer,Retail,North-Charlie,1200.37000000001,13.022234035051664,2023,8,August
1072,2023-06-15,David,North,6976.49,35,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,North-David,10353.350000000013,148.40342349806298,2023,6,June
1036,2023-11-15,Bob,West,7316.91,19,Furniture,2844.97,3215.0,Returning,0.09,Credit Card,Retail,West-Bob,7030.570000000003,96.08659939783328,2023,11,November
1038,2023-05-12,Bob,South,8630.74,20,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,South-Bob,3351.0000000000036,38.826334705946465,2023,5,May
1084,2023-09-21,Eve,South,2813.31,36,Furniture,1458.77,1485.75,New,0.25,Credit Card,Online,South-Eve,971.2800000000007,34.524456956396584,2023,9,September
1099,2023-02-24,David,East,8090.0,35,Clothing,2610.19,2682.53,New,0.14,Cash,Retail,East-David,2531.900000000005,31.296662546353588,2023,2,February
1089,2023-12-25,Eve,South,2032.88,32,Clothing,4248.5,4706.7,New,0.01,Bank Transfer,Retail,South-Eve,14662.399999999994,721.2624453976621,2023,12,December
1099,2023-05-11,Alice,South,3518.89,48,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,South-Alice,12088.319999999985,343.5265097800723,2023,5,May
1025,2023-10-15,David,North,3422.54,44,Food,1485.72,1717.97,New,0.02,Credit Card,Retail,North-David,10219.0,298.5794176255062,2023,10,October
1093,2023-09-23,Charlie,North,9787.4,40,Furniture,1047.25,1075.89,New,0.28,Credit Card,Retail,North-Charlie,1145.600000000004,11.704845004802134,2023,9,September
1018,2024-01-01,Alice,West,8579.72,24,Electronics,1362.78,1729.81,New,0.29,Bank Transfer,Online,West-Alice,8808.72,102.66908477199723,2024,1,January
1082,2023-06-11,Alice,North,7041.58,17,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,North-Alice,4568.75,64.88245535803044,2023,6,June
1066,2023-03-28,Charlie,North,7297.86,7,Clothing,523.42,632.44,New,0.2,Bank Transfer,Online,North-Charlie,763.1400000000007,10.457038090618354,2023,3,March
1054,2023-02-24,Alice,North,5664.52,43,Food,2124.72,2188.66,Returning,0.03,Credit Card,Retail,North-Alice,2749.4200000000023,48.537563641756094,2023,2,February
1035,2023-10-15,David,North,9476.2,1,Furniture,610.83,808.69,New,0.22,Credit Card,Online,North-David,197.86,2.0879677507861802,2023,10,October
1080,2023-06-27,Eve,West,5012.96,35,Furniture,900.97,1321.18,Returning,0.1,Cash,Online,West-Eve,14707.350000000002,293.3865420829211,2023,6,June
1061,2023-12-15,Alice,North,3867.13,32,Food,2759.26,3193.25,New,0.2,Bank Transfer,Online,North-Alice,13887.679999999993,359.12110531582834,2023,12,December
1041,2023-01-08,David,East,1714.05,36,Food,864.77,1170.16,Returning,0.11,Cash,Retail,East-David,10994.040000000005,641.4071934891051,2023,1,January
1100,2023-11-17,Bob,East,7883.44,13,Food,366.2,732.69,New,0.04,Cash,Retail,East-Bob,4764.370000000001,60.435165359284795,2023,11,November
1033,2023-11-09,David,East,7370.99,6,Clothing,1621.07,1687.5,Returning,0.12,Credit Card,Online,East-David,398.5800000000004,5.407414743474084,2023,11,November
1068,2023-09-04,Eve,East,3905.11,14,Food,1140.58,1438.76,Returning,0.03,Bank Transfer,Online,East-Eve,4174.52,106.8989093777128,2023,9,September
1033,2023-11-19,David,North,349.41,37,Electronics,2600.76,2937.57,New,0.17,Credit Card,Retail,North-David,12461.969999999998,3566.575083712543,2023,11,November
1014,2023-09-12,Charlie,East,8406.07,48,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie,5200.800000000001,61.869577579058955,2023,9,September
1021,2023-11-24,Eve,North,213.04,15,Food,3771.27,4212.55,Returning,0.16,Credit Card,Retail,North-Eve,6619.200000000003,3107.022155463764,2023,11,November
1048,2023-02-23,Bob,West,7066.63,47,Food,4535.86,4641.41,New,0.27,Credit Card,Retail,West-Bob,4960.850000000009,70.20107179801417,2023,2,February
1020,2023-09-06,Charlie,East,9705.55,4,Clothing,3730.0,3893.6,New,0.25,Bank Transfer,Retail,East-Charlie,654.3999999999996,6.7425339110096765,2023,9,September
1008,2023-08-27,David,South,4432.85,40,Clothing,2687.49,3001.56,Returning,0.26,Bank Transfer,Online,South-David,12562.800000000007,283.4023258174765,2023,8,August
1007,2023-08-17,Eve,East,2426.24,16,Furniture,4310.31,4633.1,New,0.28,Credit Card,Retail,East-Eve,5164.639999999999,212.86599841730416,2023,8,August
